title,artistName,yearAsString,genre,image,vector
Black-Red,Kandinsky Wassily,1928,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/black-red-1928.jpg!Large.jpg,"[1.9098360655737705, 0.07513661202185792, 2.523224043715847, 1.2226775956284153, 39.38387978142077, 0.14207650273224043, 54.7431693989071, 2, 22.908062787956712]"
Crossing,Kandinsky Wassily,1928,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/crossing-1928.jpg,"[0.0, 0.0, 22.868926553672317, 0.011299435028248588, 29.28135593220339, 3.3615819209039546, 44.47683615819209, 3, 38.479685388279606]"
Mild process,Kandinsky Wassily,1928,abstract,https://uploads6.wikiart.org/images/wassily-kandinsky/mild-process-1928.jpg!Large.jpg,"[0.9148550724637682, 0.04528985507246377, 47.43297101449275, 5.101449275362318, 6.880434782608695, 20.67753623188406, 18.94746376811594, 5, 60.69984370559818]"
On the points,Kandinsky Wassily,1928,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/on-the-points-1928.jpg!Large.jpg,"[0.03355704697986577, 0.27740492170022374, 64.0503355704698, 0.006711409395973153, 7.325503355704697, 0.7539149888143176, 27.552572706935123, 3, 55.95636267929991]"
Downwards,Kandinsky Wassily,1929,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/downwards-1929.jpg!Large.jpg,"[13.7603121516165, 0.6187290969899666, 15.984392419175029, 22.52173913043478, 31.356744704570794, 3.360089186176143, 12.397993311036789, 5, 39.86628631385665]"
Eight times,Kandinsky Wassily,1929,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/eight-times-1929.jpg!Large.jpg,"[0.0, 0.0, 53.48202614379085, 0.0016339869281045754, 16.5359477124183, 2.338235294117647, 27.6421568627451, 3, 48.856946046392416]"
Storeys,Kandinsky Wassily,1929,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/storeys-1929.jpg!Large.jpg,"[21.39814814814815, 0.04320987654320988, 0.7669753086419753, 7.862654320987654, 55.641975308641975, 10.100308641975309, 4.186728395061729, 4, 35.628237714839024]"
Upward,Kandinsky Wassily,1929,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/upward-1929.jpg!Large.jpg,"[0.0, 0.1233974358974359, 37.79166666666667, 2.108974358974359, 3.1233974358974357, 3.733974358974359, 53.11858974358974, 2, 49.72655857214681]"
Capricious,Kandinsky Wassily,1930,abstract,https://uploads4.wikiart.org/images/wassily-kandinsky/capricious-1930.jpg!Large.jpg,"[0.46984126984126984, 1.0904761904761906, 51.541269841269845, 0.5380952380952381, 13.952380952380953, 11.885714285714286, 20.522222222222222, 4, 57.30238406473701]"
Green emptyness,Kandinsky Wassily,1930,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/green-emptyness-1930.jpg!Large.jpg,"[0.015723270440251572, 8.221698113207546, 15.75, 68.1682389937107, 1.2610062893081762, 0.46855345911949686, 6.114779874213837, 4, 55.07504624491306]"
Thirteen rectangles,Kandinsky Wassily,1930,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/three-rectangles-1930.jpg!Large.jpg,"[2.651282051282051, 0.023076923076923075, 65.68076923076923, 0.008974358974358975, 13.25128205128205, 1.9192307692307693, 16.465384615384615, 3, 48.371940673705375]"
Circulation slowed,Kandinsky Wassily,1931,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/circulation-slowed-1931.jpg!Large.jpg,"[2.526181353767561, 0.0, 6.647509578544061, 7.602809706257982, 47.195402298850574, 6.998722860791827, 29.029374201787995, 5, 36.317146219918364]"
Fragile,Kandinsky Wassily,1931,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/fragile-1931.jpg!Large.jpg,"[9.821321321321323, 0.06906906906906907, 8.198198198198197, 0.1111111111111111, 67.73273273273274, 12.809309309309308, 1.2582582582582582, 4, 32.23517635282341]"
Decisive Pink,Kandinsky Wassily,1932,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/decisive-pink-1932.jpg,"[0.3389121338912134, 0.20502092050209206, 86.36820083682008, 0.004184100418410042, 7.835425383542538, 2.4672245467224547, 2.781032078103208, 2, 77.74005524106435]"
Compensation rose,Kandinsky Wassily,1933,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/compensation-rose-1933.jpg!Large.jpg,"[0.2677595628415301, 0.7636612021857924, 42.549180327868854, 0.04644808743169399, 8.834699453551913, 7.166666666666667, 40.37158469945355, 4, 52.20465016607736]"
Gloomy Situation,Kandinsky Wassily,1933,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/gloomy-situation-1933.jpg!Large.jpg,"[0.3492822966507177, 0.0, 4.875598086124402, 0.0, 20.87719298245614, 0.0015948963317384372, 73.896331738437, 2, 34.584188635581825]"
Soft roughness,Kandinsky Wassily,1933,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/soft-roughness-1933.jpg!Large.jpg,"[0.0, 1.0742424242424242, 17.80151515151515, 0.0, 50.58787878787879, 3.615151515151515, 26.921212121212122, 3, 33.68415923945336]"
Gentle accent,Kandinsky Wassily,1934,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/gentle-accent-1934.jpg!Large.jpg,"[0.22144522144522147, 0.1317016317016317, 44.675990675990676, 0.1655011655011655, 0.0, 53.42773892773893, 1.3776223776223777, 2, 86.23318707436354]"
Surfaces meeting,Kandinsky Wassily,1934,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/surfaces-meeting-1934.jpg!Large.jpg,"[1.3627450980392157, 0.049019607843137254, 64.81699346405229, 2.230392156862745, 6.785947712418301, 13.238562091503267, 11.516339869281046, 4, 60.328521081635266]"
Brown with supplement,Kandinsky Wassily,1935,abstract,https://uploads6.wikiart.org/images/wassily-kandinsky/brown-with-supplement-1935.jpg!Large.jpg,"[1.9384203480589022, 0.19143239625167335, 3.101740294511379, 0.05488621151271754, 26.72690763052209, 45.11780455153949, 22.86880856760375, 3, 59.214053600020996]"
Gravitation,Kandinsky Wassily,1935,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/gravitation-1935.jpg,"[0.6580459770114943, 0.6867816091954023, 2.060344827586207, 0.008620689655172414, 30.202586206896555, 62.10344827586207, 4.280172413793103, 2, 70.06028284877169]"
Orange-Violet,Kandinsky Wassily,1935,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/orange-violet-1935.jpg,"[3.064327485380117, 1.3538011695906431, 8.080409356725147, 0.019005847953216373, 10.590643274853802, 67.4327485380117, 9.459064327485379, 4, 72.10971218896916]"
Succession,Kandinsky Wassily,1935,abstract,https://uploads4.wikiart.org/images/wassily-kandinsky/succession-1935.jpg!Large.jpg,"[1.4077134986225897, 0.7713498622589532, 5.502754820936639, 0.7203856749311295, 3.78236914600551, 80.34297520661157, 7.47245179063361, 3, 82.87079349646194]"
Movement I,Kandinsky Wassily,1935,abstract,https://uploads4.wikiart.org/images/wassily-kandinsky/movement-i-1935.jpg!Large.jpg,"[2.092352092352092, 0.3722943722943723, 5.74891774891775, 1.9985569985569984, 63.79509379509379, 8.184704184704184, 17.80808080808081, 4, 25.676490394137453]"
Composition IX,Kandinsky Wassily,1936,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/composition-ix-1936.jpg!Large.jpg,"[0.17148362235067438, 0.41618497109826585, 50.75529865125241, 8.46242774566474, 7.173410404624278, 15.231213872832368, 17.789980732177263, 5, 62.487815935622805]"
Dominant curve,Kandinsky Wassily,1936,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/dominant-curve-1936.jpg!Large.jpg,"[0.09644670050761421, 0.7681895093062605, 32.66328257191201, 1.4145516074450086, 4.182741116751269, 54.9678510998308, 5.906937394247039, 3, 74.6110746159716]"
White line,Kandinsky Wassily,1936,abstract,https://uploads4.wikiart.org/images/wassily-kandinsky/white-line-1936.jpg!Large.jpg,"[1.8127659574468085, 0.005673758865248227, 1.8411347517730496, 0.4382978723404255, 85.49503546099291, 2.629787234042553, 7.777304964539007, 2, 20.243904881101376]"
Thirty,Kandinsky Wassily,1937,abstract,https://uploads0.wikiart.org/images/wassily-kandinsky/thirty-1937.jpg!Large.jpg,"[0.778688524590164, 0.00819672131147541, 3.2909836065573774, 0.20355191256830601, 45.25136612021858, 48.27322404371584, 2.1939890710382515, 2, 51.23007071681131]"
Grouping,Kandinsky Wassily,1937,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/grouping-1937.jpg!Large.jpg,"[70.26070763500931, 2.3500931098696465, 5.290502793296089, 7.050279329608938, 1.3147113594040967, 7.949720670391061, 5.783985102420856, 5, 43.76738598605178]"
Colourful Ensemble,Kandinsky Wassily,1938,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/colourful-ensemble-1938.jpg!Large.jpg,"[2.0447330447330447, 0.772005772005772, 18.522366522366525, 1.15007215007215, 3.6378066378066376, 53.41125541125541, 20.461760461760463, 3, 73.55229041111394]"
Complex Simple,Kandinsky Wassily,1939,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/complex-simple-1939.jpg!Large.jpg,"[2.307692307692308, 2.2753036437246967, 21.973009446693656, 1.368421052631579, 9.367071524966262, 46.742240215924426, 15.966261808367072, 4, 64.98942076155699]"
Composition X,Kandinsky Wassily,1939,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/composition-x-1939.jpg!Large.jpg,"[1.7372742200328406, 2.236453201970443, 11.180623973727421, 3.8981937602627257, 47.35139573070607, 12.095238095238095, 21.500821018062396, 4, 34.30578576258089]"
Around the circle,Kandinsky Wassily,1940,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/around-the-circle-1940.jpg!Large.jpg,"[3.5870646766169156, 0.6003316749585407, 4.93698175787728, 2.888888888888889, 60.24378109452736, 12.737976782752902, 15.00497512437811, 3, 37.82545442721036]"
Sky Blue,Kandinsky Wassily,1940,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/sky-blue-1940.jpg!Large.jpg,"[84.60239162929746, 0.40059790732436473, 6.1958146487294465, 1.1360239162929746, 1.1644245142002991, 2.2436472346786247, 4.257100149476831, 2, 42.021243295524485]"
Various Parts,Kandinsky Wassily,1940,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/various-parts-1940.jpg!Large.jpg,"[3.5238095238095237, 19.880230880230883, 4.6940836940836945, 0.787878787878788, 4.350649350649351, 41.35642135642136, 25.406926406926406, 3, 59.84266191325015]"
Untitled,Kandinsky Wassily,1941,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/untitled-1941.jpg!Large.jpg,"[0.13874788494077833, 0.03722504230118443, 90.93908629441624, 0.4974619289340102, 0.09475465313028765, 2.3756345177664975, 5.917089678510998, 2, 65.0686042268007]"
Untitled,Kandinsky Wassily,1941,abstract,https://uploads4.wikiart.org/images/wassily-kandinsky/untitled-1941-1.jpg!Large.jpg,"[0.0, 0.0, 25.41089108910891, 0.6749174917491749, 0.825082508250825, 6.744224422442244, 66.34488448844884, 3, 52.48868828059277]"
A floating figure,Kandinsky Wassily,1942,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/a-floating-figure-1942.jpg!Large.jpg,"[74.14862914862915, 0.5772005772005772, 5.7936507936507935, 1.5425685425685427, 7.424242424242425, 6.422799422799423, 4.090909090909091, 4, 47.89862207509266]"
At rest,Kandinsky Wassily,1942,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/at-rest.jpg!Large.jpg,"[0.16666666666666669, 0.0, 12.338333333333333, 1.06, 60.83, 24.111666666666668, 1.4933333333333334, 3, 43.09314379084967]"
Fixed points,Kandinsky Wassily,1942,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/fixed-points.jpg!Large.jpg,"[0.7094594594594595, 0.0990990990990991, 60.45720720720721, 0.4527027027027027, 3.2252252252252247, 8.157657657657658, 26.89864864864865, 3, 60.515597950892065]"
Intime message,Kandinsky Wassily,1942,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/intime-message-1942.jpg!Large.jpg,"[70.87919463087249, 0.17561521252796422, 8.224832214765101, 5.053691275167785, 6.492170022371364, 2.9205816554809845, 6.2539149888143175, 5, 39.39060402684564]"
Reciprocal Accords,Kandinsky Wassily,1942,abstract,https://uploads3.wikiart.org/images/wassily-kandinsky/reciprocal-accords-1942.jpg!Large.jpg,"[3.15819209039548, 1.4307909604519773, 9.718926553672317, 1.1257062146892656, 14.843220338983052, 65.61016949152543, 4.112994350282486, 3, 66.15198847900741]"
Conglomerat,Kandinsky Wassily,1943,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/conglomerat-1943.jpg!Large.jpg,"[28.521406727828747, 0.027522935779816515, 26.244648318042813, 0.7737003058103976, 25.743119266055047, 3.9097859327217126, 14.779816513761467, 4, 40.11672363134856]"
Twilight,Kandinsky Wassily,1943,abstract,https://uploads2.wikiart.org/images/wassily-kandinsky/twilight-1943.jpg!Large.jpg,"[42.07253086419753, 8.938271604938272, 1.103395061728395, 0.00308641975308642, 33.40895061728395, 2.6018518518518516, 11.871913580246913, 4, 32.892864923747275]"
White figure,Kandinsky Wassily,1943,abstract,https://uploads6.wikiart.org/images/wassily-kandinsky/white-figure-1943.jpg!Large.jpg,"[0.1567732115677321, 0.0228310502283105, 2.8310502283105023, 0.0395738203957382, 76.63470319634703, 12.199391171993913, 8.115677321156774, 3, 22.45899065866834]"
Composition,Kandinsky Wassily,1944,abstract,https://uploads5.wikiart.org/images/wassily-kandinsky/composition-1944.jpg!Large.jpg,"[7.380116959064327, 0.07602339181286549, 3.8114035087719302, 0.3830409356725146, 3.887426900584795, 79.7266081871345, 4.735380116959064, 2, 82.02891870198371]"
Last watercolour,Kandinsky Wassily,1944,abstract,https://uploads1.wikiart.org/images/wassily-kandinsky/last-watercolour-1944.jpg,"[0.23015873015873015, 0.0873015873015873, 3.074603174603175, 0.8873015873015873, 4.219047619047619, 89.1984126984127, 2.303174603174603, 1, 81.42763772175537]"
Tempered Elan,Kandinsky Wassily,1944,abstract,https://uploads7.wikiart.org/images/wassily-kandinsky/tempered-elan-1944.jpg!Large.jpg,"[0.0382262996941896, 0.06422018348623854, 3.590214067278288, 0.024464831804281346, 16.59480122324159, 9.20795107033639, 70.48012232415903, 3, 40.794117647058826]"
Untitled,Kandinsky Wassily,1944,abstract,https://uploads8.wikiart.org/images/wassily-kandinsky/untitled-1.jpg!Large.jpg,"[5.064220183486238, 0.3103975535168196, 33.662079510703364, 3.0305810397553516, 6.295107033639144, 39.857798165137616, 11.779816513761467, 5, 60.51939197697427]"
Planar Relation,Baumeister Willi,1920,abstract,https://uploads8.wikiart.org/images/willi-baumeister/planar-relation-1920.jpg,"[0.0, 0.0, 3.8129117259552046, 0.0, 0.17654808959156784, 94.3372859025033, 1.6732542819499343, 1, 84.41513343150172]"
Three Stepped Figures,Baumeister Willi,1920,abstract,https://uploads5.wikiart.org/images/willi-baumeister/three-stepped-figures-1920.jpg,"[2.205797101449275, 0.008695652173913044, 13.856521739130434, 0.050724637681159424, 31.155072463768118, 39.34927536231884, 13.373913043478261, 4, 55.89267973856209]"
Wall Picture with Segments,Baumeister Willi,1920,abstract,https://uploads1.wikiart.org/images/willi-baumeister/wall-picture-with-segments-1920.jpg,"[0.7296587926509186, 0.1942257217847769, 20.45275590551181, 0.0, 3.494750656167979, 69.74278215223097, 5.3858267716535435, 3, 71.97974370850703]"
Depiction of Apollo,Baumeister Willi,1921,abstract,https://uploads3.wikiart.org/images/willi-baumeister/depiction-of-apollo-1921.jpg,"[2.2846270928462706, 0.8919330289193302, 36.14916286149163, 0.0030441400304414, 1.0243531202435312, 41.63622526636225, 18.010654490106546, 3, 68.02595875488704]"
The Sculptor,Baumeister Willi,1923,abstract,https://uploads5.wikiart.org/images/willi-baumeister/the-sculptor-1923.jpg,"[0.0, 0.0016260162601626014, 61.826016260162596, 0.0, 4.429268292682926, 16.29430894308943, 17.44878048780488, 3, 59.27845050215208]"
Wall Picture with Metals,Baumeister Willi,1923,abstract,https://uploads8.wikiart.org/images/willi-baumeister/wall-picture-with-metals-1923.jpg,"[0.04643449419568822, 0.0, 32.5804311774461, 0.009950248756218905, 5.996683250414594, 45.93200663349917, 15.434494195688226, 4, 67.43426007218808]"
Chess,Baumeister Willi,1925,abstract,https://uploads7.wikiart.org/images/willi-baumeister/chess-1925.jpg,"[0.0014005602240896359, 0.8865546218487395, 73.9453781512605, 0.011204481792717087, 1.9047619047619049, 13.287114845938374, 9.96358543417367, 3, 65.78424232438074]"
Machine with Red Square,Baumeister Willi,1926,abstract,https://uploads7.wikiart.org/images/willi-baumeister/machine-with-red-square-1926.jpg,"[0.18785310734463276, 0.0, 48.01977401129944, 1.7853107344632766, 10.185028248587571, 2.9915254237288136, 36.83050847457628, 3, 49.695380525091394]"
Planar Tension with Red,Baumeister Willi,1926,abstract,https://uploads7.wikiart.org/images/willi-baumeister/planar-tension-with-red-1926.jpg,"[2.1838006230529596, 0.03115264797507788, 32.5202492211838, 0.023364485981308414, 6.744548286604362, 54.51557632398754, 3.981308411214953, 3, 72.39677478468023]"
Swimmers on the Ladder,Baumeister Willi,1929,abstract,https://uploads6.wikiart.org/images/willi-baumeister/swimmers-on-the-ladder-1929.jpg,"[4.392318244170096, 0.08093278463648834, 32.41975308641975, 0.0, 10.62002743484225, 36.70233196159122, 15.784636488340192, 4, 62.453379596008496]"
The Painter,Baumeister Willi,1929,abstract,https://uploads4.wikiart.org/images/willi-baumeister/the-painter-1929.jpg,"[2.4262948207171315, 0.5258964143426295, 59.19654714475432, 0.2961487383798141, 12.883134130146082, 6.233731739707835, 18.438247011952193, 4, 55.76643491393902]"
Machine Man with Spiral Turn,Baumeister Willi,1930,abstract,https://uploads3.wikiart.org/images/willi-baumeister/machine-man-with-spiral-turn-1930.jpg,"[1.0548523206751055, 0.0, 38.14627285513362, 3.2250351617440227, 17.9803094233474, 36.07172995780591, 3.521800281293952, 3, 61.4802294476159]"
Flamelet Picture,Baumeister Willi,1931,abstract,https://uploads0.wikiart.org/images/willi-baumeister/flamelet-picture-1931.jpg,"[9.07177033492823, 0.22807017543859648, 4.2105263157894735, 0.006379585326953749, 5.433811802232855, 73.73843700159489, 7.311004784688996, 4, 73.43706413985052]"
Painter with Palette,Baumeister Willi,1933,abstract,https://uploads4.wikiart.org/images/willi-baumeister/painter-with-palette-1933.jpg,"[0.22006472491909382, 0.08414239482200647, 65.74595469255662, 0.0016181229773462782, 11.957928802588997, 8.088996763754047, 13.901294498381878, 4, 57.46670474014849]"
Tennis,Baumeister Willi,1933,abstract,https://uploads8.wikiart.org/images/willi-baumeister/tennis-1933.jpg,"[0.025745257452574527, 0.15989159891598917, 64.33062330623306, 0.0027100271002710027, 7.067750677506774, 9.044715447154472, 19.368563685636854, 4, 57.01410276847867]"
Diver with Reflection III,Baumeister Willi,1934,abstract,https://uploads0.wikiart.org/images/willi-baumeister/diver-with-reflection-iii-1934.jpg,"[0.0, 0.0, 73.39183673469388, 0.017687074829931974, 5.292517006802721, 2.269387755102041, 19.02857142857143, 3, 57.433421368547414]"
Runner,Baumeister Willi,1934,abstract,https://uploads8.wikiart.org/images/willi-baumeister/runner-1934.jpg,"[0.0014005602240896359, 0.0, 4.760504201680672, 0.0, 18.159663865546218, 0.2759103641456582, 76.80252100840336, 2, 42.795463283352554]"
Soccer Player,Baumeister Willi,1934,abstract,https://uploads6.wikiart.org/images/willi-baumeister/soccer-player-1934.jpg,"[0.024752475247524754, 0.0, 75.7145214521452, 0.0033003300330033, 13.806930693069308, 0.08085808580858087, 10.36963696369637, 3, 57.965676567656764]"
Reddish Tennis,Baumeister Willi,1935,abstract,https://uploads7.wikiart.org/images/willi-baumeister/reddish-tennis-1935.jpg,"[0.0, 0.0014064697609001407, 30.80731364275668, 0.0, 6.171589310829817, 0.007032348804500703, 63.01265822784811, 3, 48.16836270373128]"
Figure in Motion,Baumeister Willi,1936,abstract,https://uploads0.wikiart.org/images/willi-baumeister/figure-in-motion-1936.jpg,"[8.07843137254902, 0.4479638009049774, 51.92307692307693, 0.0, 2.215686274509804, 13.034690799396682, 24.300150829562593, 4, 59.800366722858065]"
Mask 4,Baumeister Willi,1936,abstract,https://uploads8.wikiart.org/images/willi-baumeister/mask-4-1936.jpg,"[7.140845070422536, 0.004694835680751174, 26.50547730829421, 0.9577464788732395, 16.29264475743349, 3.4225352112676055, 45.67605633802817, 4, 44.184565344134526]"
Ideogram,Baumeister Willi,1937,abstract,https://uploads1.wikiart.org/images/willi-baumeister/ideogram-1937.jpg,"[0.08150851581508516, 0.0, 0.5328467153284672, 0.0036496350364963507, 38.56082725060827, 60.222627737226276, 0.5985401459854015, 2, 60.930017651829594]"
Floating Forms with White,Baumeister Willi,1938,abstract,https://uploads0.wikiart.org/images/willi-baumeister/floating-forms-with-white-1938.jpg,"[0.031205673758865248, 0.00851063829787234, 0.38581560283687943, 0.0014184397163120568, 12.685106382978722, 86.28368794326241, 0.6042553191489362, 2, 78.907940481157]"
Ideogram,Baumeister Willi,1938,abstract,https://uploads1.wikiart.org/images/willi-baumeister/ideogram-1938.jpg,"[0.0, 0.0, 45.40758293838862, 0.0, 15.394944707740915, 29.29383886255924, 9.903633491311217, 4, 67.5982901217359]"
Tori,Baumeister Willi,1938,abstract,https://uploads6.wikiart.org/images/willi-baumeister/tori-1938.jpg,"[0.0, 0.0, 1.220679012345679, 0.0, 31.26851851851852, 56.688271604938265, 10.822530864197532, 3, 60.699612684579996]"
Variation on Eidos I,Baumeister Willi,1938,abstract,https://uploads4.wikiart.org/images/willi-baumeister/variation-on-eidos-i-1938.jpg,"[2.3907563025210083, 0.09803921568627451, 13.65266106442577, 1.3389355742296918, 14.14985994397759, 62.620448179271705, 5.749299719887955, 4, 64.74632284286264]"
Colored Ideogram,Baumeister Willi,1939,abstract,https://uploads0.wikiart.org/images/willi-baumeister/colored-ideogram-1939.jpg,"[18.714080459770116, 0.010057471264367816, 5.556034482758621, 0.4080459770114942, 16.836206896551726, 52.4698275862069, 6.005747126436781, 5, 61.333812260536405]"
Eidos Floating,Baumeister Willi,1939,abstract,https://uploads7.wikiart.org/images/willi-baumeister/eidos-floating-1939.jpg,"[0.32857142857142857, 0.03333333333333333, 43.3063492063492, 1.6682539682539683, 11.761904761904763, 34.6984126984127, 8.203174603174602, 4, 65.61306567071273]"
Stone Garden,Baumeister Willi,1939,abstract,https://uploads5.wikiart.org/images/willi-baumeister/stone-garden-1939.jpg,"[2.327586206896552, 0.020114942528735632, 39.00143678160919, 0.382183908045977, 2.7083333333333335, 41.729885057471265, 13.830459770114942, 3, 67.97303358124859]"
Dedicated to Jacques Callot,Baumeister Willi,1941,abstract,https://uploads2.wikiart.org/images/willi-baumeister/dedicated-to-jacques-callot-1941.jpg,"[0.6008492569002123, 0.535031847133758, 58.237791932059444, 1.6284501061571126, 1.2016985138004246, 17.43099787685775, 20.365180467091296, 3, 64.33535656300737]"
Jurassic,Baumeister Willi,1942,abstract,https://uploads1.wikiart.org/images/willi-baumeister/jurassic-1942.jpg,"[3.536585365853658, 0.5772357723577236, 56.302168021680224, 0.46747967479674796, 7.395663956639566, 6.673441734417344, 25.04742547425474, 4, 54.17931345980126]"
Perforation on Yellow,Baumeister Willi,1942,abstract,https://uploads5.wikiart.org/images/willi-baumeister/perforation-on-yellow-1942.jpg,"[0.0, 0.005333333333333333, 29.227999999999998, 0.0, 5.498666666666667, 39.556000000000004, 25.712000000000003, 4, 65.72341960784314]"
Esther XX,Baumeister Willi,1943,abstract,https://uploads2.wikiart.org/images/willi-baumeister/esther-xx-1943.jpg,"[2.840336134453781, 0.0056022408963585435, 12.974789915966387, 1.3025210084033614, 9.058823529411764, 67.07563025210084, 6.742296918767507, 4, 73.56849563354753]"
Gilgamesh and Enkidu,Baumeister Willi,1943,abstract,https://uploads4.wikiart.org/images/willi-baumeister/gilgamesh-and-enkidu-1943.jpg,"[4.383526383526384, 1.3178893178893178, 60.102960102960104, 0.02059202059202059, 11.073359073359073, 5.034749034749035, 18.066924066924066, 4, 55.70109773639186]"
Perforation,Baumeister Willi,1944,abstract,https://uploads4.wikiart.org/images/willi-baumeister/perforation-1944.jpg,"[3.4794156706507304, 0.9853917662682603, 22.314741035856574, 0.1752988047808765, 15.96148738379814, 38.841965471447544, 18.241699867197873, 4, 58.65000650990808]"
Sun Figures,Baumeister Willi,1944,abstract,https://uploads4.wikiart.org/images/willi-baumeister/sun-figures-1944.jpg,"[0.33193863319386335, 0.7071129707112971, 20.9163179916318, 0.03347280334728034, 0.5927475592747559, 72.77963737796374, 4.638772663877266, 2, 79.39997812235076]"
Harps,Baumeister Willi,1945,abstract,https://uploads7.wikiart.org/images/willi-baumeister/harps-1945.jpg,"[0.0, 0.0, 13.968325791855204, 0.0, 20.8763197586727, 62.18702865761689, 2.9683257918552037, 3, 69.29546032591016]"
Maya Wall,Baumeister Willi,1945,abstract,https://uploads2.wikiart.org/images/willi-baumeister/maya-wall-1945.jpg,"[1.1953551912568305, 0.22404371584699456, 34.82103825136612, 0.7513661202185792, 7.490437158469946, 35.950819672131146, 19.566939890710383, 4, 63.2777670631094]"
The Prophet and Herodias,Baumeister Willi,1946,abstract,https://uploads8.wikiart.org/images/willi-baumeister/the-prophet-and-herodias-1946.jpg,"[0.09379509379509379, 0.0707070707070707, 13.240981240981242, 0.01443001443001443, 9.347763347763347, 68.21933621933623, 9.012987012987013, 4, 78.54479246243953]"
Happy Day,Baumeister Willi,1947,abstract,https://uploads2.wikiart.org/images/willi-baumeister/happy-day-1947.jpg,"[2.8493723849372383, 0.20781032078103207, 38.59693165969317, 0.6680613668061367, 1.9511854951185494, 42.79916317991631, 12.927475592747559, 3, 70.20285503322668]"
Peruvian Wall,Baumeister Willi,1947,abstract,https://uploads6.wikiart.org/images/willi-baumeister/peruvian-wall-1947.jpg,"[2.7642956764295676, 0.5467224546722455, 56.35425383542538, 1.6861924686192469, 8.866108786610878, 10.884239888423988, 18.89818688981869, 4, 56.26380616402768]"
Primordial Figures,Baumeister Willi,1947,abstract,https://uploads2.wikiart.org/images/willi-baumeister/primordial-figures-1947.jpg,"[0.0, 0.0, 20.04434250764526, 0.027522935779816515, 3.9908256880733948, 64.9571865443425, 10.980122324159021, 3, 76.7369131138694]"
Shamash told us to fight against Chumbaba,Baumeister Willi,1947,abstract,https://uploads7.wikiart.org/images/willi-baumeister/shamash-told-us-to-fight-against-chumbaba-1947.jpg,"[0.0, 0.0, 38.59356725146199, 0.0, 4.62719298245614, 51.042397660818715, 5.7368421052631575, 3, 79.2162252035317]"
Two Epochs,Baumeister Willi,1947,abstract,https://uploads3.wikiart.org/images/willi-baumeister/two-epochs-1947.jpg,"[0.2475795297372061, 0.11618257261410789, 15.31673582295989, 1.5062240663900415, 2.964038727524205, 58.1673582295989, 21.681881051175658, 3, 74.0255851164809]"
Aztec Couple,Baumeister Willi,1948,abstract,https://uploads5.wikiart.org/images/willi-baumeister/aztec-couple-1948.jpg,"[1.322537112010796, 1.4885290148448043, 29.20377867746289, 0.009446693657219974, 6.777327935222672, 15.055330634278002, 46.14304993252362, 4, 51.810050011907606]"
Owambo,Baumeister Willi,1948,abstract,https://uploads8.wikiart.org/images/willi-baumeister/owambo-1948.jpg,"[1.365013774104683, 0.39669421487603307, 17.47520661157025, 0.008264462809917356, 20.665289256198346, 49.36914600550964, 10.72038567493113, 4, 61.047156052503645]"
Animated Slope,Baumeister Willi,1949,abstract,https://uploads7.wikiart.org/images/willi-baumeister/animated-slope-1949.jpg,"[3.746612466124661, 0.2791327913279133, 22.462059620596207, 3.8346883468834694, 4.124661246612466, 51.952574525745256, 13.600271002710027, 3, 70.84722886444551]"
