,title,artistName,yearAsString,genre,image,brightness,blockCount,colorCount,pink,brown,yellow,blue,gray,purple,black,orange,green,white,red,mean_b_gradients_horiz,mean_g_gradients_horiz,mean_r_gradients_horiz,mean_b_gradients_vert,mean_g_gradients_vert,mean_r_gradients_vert,label
15,Punktstruktur,Mavignier Almir,1968.0,abstract,https://uploads5.wikiart.org/images/almir-mavignier/punktstruktur-1968.jpg,15.59195937367753,30.0,3.0,0.0,38.471223021582745,0.0,0.0,1.7805755395683454,0.0,52.85611510791367,0.0,0.0,6.8920863309352525,0.0,0.008590626860593689,0.007175080558539205,0.00486896142935772,0.01014771997430957,0.007891332470892626,0.002204043572246005,11
16,Amarelo Sobre Preto (Da S?rie Punctum),Mavignier Almir,1969.0,abstract,https://uploads1.wikiart.org/images/almir-mavignier/amarelo-sobre-preto-da-s-rie-punctum-1969.jpg,18.003594771241826,7.0,3.0,0.0,21.737179487179485,0.0,0.0,13.35897435897436,0.0,62.134615384615394,0.0,0.0,2.769230769230769,0.0,0.021101389603705608,0.010279889426399449,0.00034494653328734045,0.018363182951711632,0.01450730945207008,0.02590557362341595,11
17,Reflexo sobre Amarelo-lim?o,Mavignier Almir,1974.0,abstract,https://uploads1.wikiart.org/images/almir-mavignier/reflexo-sobre-amarelo-lim-o-1974.jpg,61.47255933952529,1.0,1.0,0.0,0.0,0.002631578947368421,0.0,0.0,0.0,0.0,99.99736842105264,0.0,0.0,0.0,0.003087894717494394,0.002688400260350341,0.0008030055350024378,0.001171174468396589,0.0034098915034521627,0.0018440615455540827,5
18,Composi??o S?rie Puncton,Mavignier Almir,0.0,abstract,https://uploads1.wikiart.org/images/almir-mavignier/composi-o-s-rie-puncton.jpg,24.491082460381413,2.0,2.0,0.0,77.90410958904108,0.08219178082191783,0.0,2.4863013698630136,0.0,2.041095890410959,0.3595890410958904,0.0,15.335616438356164,1.791095890410959,0.003969702500456289,0.0018203883495145634,0.01127147766323024,0.009495663969768907,0.0011864155420436009,0.0008306459493794586,17
19,Composi??o,Mavignier Almir,0.0,abstract,https://uploads5.wikiart.org/images/almir-mavignier/composi-o.jpg,51.889013695930636,32.0,2.0,0.0,0.0,0.0,0.0,88.87939698492463,0.0,0.0,0.0,0.0,11.120603015075377,0.0,0.00595256172745771,0.0043498524157216095,0.005251176202762179,0.006332211685530743,0.0025657071339173967,0.0005800641123492598,14
20,Untitled,Mavignier Almir,0.0,abstract,https://uploads4.wikiart.org/images/almir-mavignier/untitled.jpg,22.819483742864236,6.0,1.0,0.0,95.82278481012658,0.0,0.0,3.9588607594936716,0.0,0.21835443037974686,0.0,0.0,0.0,0.0,0.0016457864508111375,0.0004395753026306891,0.008458208458208459,0.004435931041435629,0.0036212264789495063,0.00430014333811127,4
21,Formas,Mavignier Almir,0.0,abstract,https://uploads2.wikiart.org/images/almir-mavignier/formas.jpg,19.26823729491797,3.0,4.0,0.0,42.813775510204074,0.0,0.010204081632653062,16.010204081632654,0.0,33.938775510204074,0.0,0.0,7.227040816326531,0.0,0.003723736783452475,0.0010529816005320329,0.006011689396047871,0.004460544456759753,0.003282486966595868,0.00111000111000111,11
22,Untitled,Mavignier Almir,0.0,abstract,https://uploads6.wikiart.org/images/almir-mavignier/untitled-1.jpg,51.716435684221324,3.0,4.0,0.0,35.70942408376963,0.0,0.0,13.36387434554974,0.0,7.931937172774869,0.0,0.0,42.99476439790576,0.0,0.0030168537696168016,0.005230885472668622,0.0006395162931310136,0.005621864729285591,0.0044376123905098906,0.00391100295498001,15
23,Untitled,Souza-Cardoso Amadeo de,1914.0,abstract,https://uploads8.wikiart.org/images/amadeo-de-souza-cardoso/untitled-1914.jpg,52.58186724230976,2.0,1.0,0.0,2.091743119266055,0.0,0.0,96.41743119266056,0.0,0.004587155963302753,0.0,0.0,1.4862385321100915,0.0,0.006190453160516515,0.0014986705342035292,0.0048390999274135005,0.007390590281132258,0.01070653484446588,0.0037088772217137907,14
24,Painting (Deployment-intersection),Souza-Cardoso Amadeo de,1914.0,abstract,https://uploads5.wikiart.org/images/amadeo-de-souza-cardoso/painting-deployment-intersection-1914.jpg,55.737310924369744,6.0,4.0,0.0,18.642857142857142,0.5428571428571428,0.0,62.014285714285705,0.0,1.417857142857143,5.2821428571428575,0.0,11.942857142857143,0.15714285714285714,0.002813147764287829,0.003146982599037393,0.0071001078026839155,0.003968548327275424,7.421150278293135e-05,0.0037662676660327405,8
25,Painting,Souza-Cardoso Amadeo de,1914.0,abstract,https://uploads8.wikiart.org/images/amadeo-de-souza-cardoso/painting-1914.jpg,46.54914292761129,6.0,2.0,0.0,29.849056603773583,0.003144654088050314,0.0,66.64150943396227,0.0,0.006289308176100628,0.06289308176100629,0.0,3.4371069182389933,0.0,0.0034310976213255914,0.00205026455026455,0.002801212760348009,0.0019880715705765406,0.0008290499088045099,0.001424359866176422,6
26,Interior expression of things,Souza-Cardoso Amadeo de,1915.0,abstract,https://uploads2.wikiart.org/images/amadeo-de-souza-cardoso/interior-expression-of-things-1915.jpg,42.968760590656025,19.0,3.0,0.0,48.929012345679006,0.0,0.0,34.47530864197531,0.0,2.9290123456790123,0.962962962962963,0.0,12.703703703703704,0.0,0.0020196097592755464,0.007004680697849498,0.001631214928879029,0.001444280321680617,0.003550646020317585,0.0035365773790032094,16
27,The Rise of Green Square and the Woman's Violin 1916,Souza-Cardoso Amadeo de,0.0,abstract,https://uploads2.wikiart.org/images/amadeo-de-souza-cardoso/the-rise-of-green-square-and-the-woman-s-violin-1916.jpg,35.195607088989455,16.0,4.0,0.0,44.302884615384606,0.16826923076923078,0.0,35.408653846153854,0.0,10.639423076923077,9.423076923076923,0.0,0.0576923076923077,0.0,0.004758210499094907,0.0038974358974358976,0.00513347022587269,0.011233617640940295,0.009037855704178073,0.013003160130549656,16
28,Composition cubiste,Herbin Auguste,1917.0,abstract,https://uploads1.wikiart.org/images/auguste-herbin/composition-cubiste-1917.jpg,69.21316967731974,5.0,4.0,0.0,8.696850393700787,1.6929133858267715,0.0,53.082677165354326,0.0,0.0,6.799212598425197,0.007874015748031496,29.20472440944882,0.5157480314960631,0.0019346711059119949,0.002894617819990955,0.006589112060347178,0.008372177218626962,0.011400281600581371,0.00485971025123785,1
